product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route
85600-2034,Zinc Oxide,Peachy Tinted Facial Sunscreen,Peachy Corp,LOTION,TOPICAL
85742-012,Regadenoson,Regadenoson,Kanchan Healthcare Inc,"INJECTION, SOLUTION",INTRAVENOUS
85766-195,methylprednisolone acetate,methylprednisolone acetate,Sportpharm LLC,"INJECTION, SUSPENSION","INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
85816-5081,Phosphoric Acid,BM Phosphoric Acid,BM Private Limited,GLOBULE,ORAL
85891-011,PETROLATUM,ROYAL CREAMY PETROELUM,SPARROW LIFE CARE PRIVATE LIMITED,CREAM,TOPICAL
87036-030,DENDROBIUM OFFICINALE STEM,ODLUMIVIE Dendrobium Restorative Mask,ODLUMIVIE,LIQUID,CUTANEOUS
87143-100,calcipotriene and betamethasone dipropionate,Attero,"Perfero Pharma, Inc.",SOLUTION,TOPICAL
87267-001,Gentiana Scabra Root Extract,EAYONYUM STYE RELIEF SERUM,"YIYANGYUAN LIFE SCIENCES (HONG KONG) CO., LIMITED",LIQUID,OPHTHALMIC
87432-704,Zinc Oxide,Daily Defense Mineral Sunscreen Serum Broad Spectrum SPF 33,Eva's Esthetics,LOTION,TOPICAL
87681-005,MINOXIDIL,Gemachlich ZuHause Beard Growth Treatment Serum,"Guangzhou Xinhongda Trading Service Co., Ltd.",LIQUID,TOPICAL
98132-307,Titanium Dioxide,bareMinerals BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20 Ivory 02,Orveon Global US LLC,LIQUID,TOPICAL
0078-1308,amlodipine besylate and valsartan,,Novartis Pharmaceuticals Corporation,"TABLET, FILM COATED",
0904-6374,ROPINIROLE,ROPINIROLE,Major Pharmaceuticals,"TABLET, FILM COATED",ORAL
0591-0861,Lisinopril and hydrochlorothiazide,,"Actavis Pharma, Inc.",TABLET,
0904-6617,Hydroxyzine Hydrochloride,Hydroxyzine Hydrochloride,Major Pharmaceuticals,"TABLET, FILM COATED",ORAL
10888-8178,Simethicone,,"Patheon Softgels, Inc.","CAPSULE, LIQUID FILLED",
11014-0448,Voclosporin,,"Catalent Pharma Solutions, LLC",CAPSULE,
11722-079,Neratinib Maleate,,TAPI Croatia Industries Ltd.,POWDER,
12658-0568,ALENDRONATE SODIUM,,Pharmaceutical Works POLPHARMA,POWDER,
12828-0023,Methyclothiazide,,Cambrex Profarmaco Milano Srl,POWDER,
14403-0021,Liraglutide,,"Hybio Pharmaceutical Co., Ltd.",POWDER,
17337-0024,Isotretinoin,,Olon SpA,POWDER,
17381-031,Entecavir,,Siegfried Evionnaz SA,POWDER,
24002-0022,Travoprost,,NEWCHEM SPA,OIL,
14593-947,Amiodarone Hydrochloride,,Emcure Pharmaceuticals Limited,POWDER,
16436-0109,RIVAROXABAN,,Medichem Manufacturing (Malta) Ltd.,POWDER,
33342-607,oseltamivir phosphate,,Macleods Pharmaceuticals Limited,POWDER,
38779-0842,Erythromycin,,Medisca Inc.,POWDER,
41701-002,Oxytocin,,Piramal Pharma Limited,POWDER,
42571-281,Bromfenac sodium sesquihydrate,,Micro Labs Limited,POWDER,
42973-395,Cevimeline Hydrochloride,,Apicore Pharmaceuticals Private Limited,"INJECTION, SOLUTION",
43742-1764,Chlamydia Trachomatis,,"Deseret Biologicals, Inc.",LIQUID,
43742-2131,"Candida Albicans, Candida Albicans DNA",,Deseret Biologicals,LIQUID,
43898-0135,Ipratropium Bromide,,Lusochimica SpA,POWDER,
46016-5041,DALFAMPRIDINE MICRONIZED,,PROCOS S.p.A.,POWDER,
47049-027,odevixibat,,Patheon France S.A.S,"CAPSULE, COATED PELLETS",
0069-5810,dofetilide,Tikosyn,Pfizer Laboratories Div Pfizer Inc,CAPSULE,ORAL
0942-6326,Anticoagulant Citrate Phosphate Dextrose Adenine,CPDA-1,"Fenwal, Inc.",SOLUTION,INTRAVENOUS
48087-0161,ULOTARONT HYDROCHLORIDE,,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,POWDER,
49442-5060,Dextran 60,,Pharmacosmos A/S,POWDER,
0941-0413,"sodium chloride, sodium lactate, calcium chloride, magnesium chloride and dextrose",DIANEAL PD-2 with Dextrose,Vantive US Healthcare LLC,"INJECTION, SOLUTION",INTRAPERITONEAL
51114-0450,"acetaminophen, dextromethorphan hydrobromide",,Vovantis Laboratories Private Limited,GRANULE,
51606-004,Benzalkonium Chloride,,"Organo Sintesis, S.A. de C.V.","SOLUTION, CONCENTRATE",
51927-0153,PYRILAMINE MALEATE,,Professional Compounding Centers of America,CONCENTRATE,
51927-1573,ALBUTEROL SULFATE,,Professional Compounding Centers of America dba PCCA,POWDER,
52076-6270,Everolimus B02,,"Chunghwa Chemical Sysnthsis & Biotech Co.,Ltd.",POWDER,
52562-021,LANSOPRAZOLE,,Chromo Laboratories India Private Limited,POWDER,
0074-1040,Beractant,Survanta,AbbVie Inc.,SUSPENSION,ENDOTRACHEAL
10210-0082,"HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE",Carmex Daily Care Moisturizing Lip Balm SPF 15 Assorted,"Carma Laboratories, Inc.",KIT,
62512-0083,SITAGLIPTIN ANHYDR0US,,Amoli Organics (A Division of Umedica Laboratories Pvt.Ltd),POWDER,
62982-026,Aspirin,,"Deseret Laboratories, Inc.",TABLET,
62993-0808,LINAGLIPTIN,,Morepen Laboratories Limited,POWDER,
53069-0890,Isradipine micronized,,Quimica Sintetica S.A.,POWDER,
53360-1111,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,,Sanofi Winthrop Industrie,"TABLET, EXTENDED RELEASE",
54239-004,Calcitriol,,Cerbios-Pharma SA,POWDER,
54893-0052,Dabrafenib Mesylate,,MSN Laboratories Private Limited,POWDER,
55111-890,Ziprasidone Hydrochloride Monohydrate,,Dr.Reddys Laboratories Limited,POWDER,
58159-067,Celecoxib,,Nuray Chemicals Private Limited,POWDER,
58621-006,rabacfosadine succinate,,Piramal Pharma Solutions Inc.,"INJECTION, POWDER, FOR SOLUTION",
55545-0400,miconazole nitrate,,FDC Limited,POWDER,
57298-805,Pancrelipase,,Adare Pharmaceuticals Srl,CAPSULE,
57741-4000,Teriflunomide Micronized,,Maprimed S.A.,POWDER,
59116-4990,"Phenyl-2-(R,S)-Aminopropane L-Aspartate",,"Cambrex Charles City, Inc",POWDER,
59651-097,Cetirizine Hydrochloride,,Aurobindo Pharma Limited,TABLET,
59651-990,Glycerol Phenylbutyrate,,Aurobindo Pharma Limited,LIQUID,
60422-402,Nemolizumab,,"Chugai Pharmaceutical Co., Ltd.",LIQUID,
60870-0473,Heparin,,Aspen Oss B.V.,POWDER,
70600-021,Ozenoxacin,,Maithri Drugs Private Limited,POWDER,
10942-2011,Nitrogen,Nitrogen,Raimy Corporation,GAS,RESPIRATORY (INHALATION)
68554-0005,Irbesartan,,Hetero Labs Limited,POWDER,
68981-004,CLINDAMYCIN HYDROCHLORIDE,,Xenex Laboratories Inc,POWDER,
69497-0141,Pneumococcal 21-valent Conjugate Vaccine,,MSD Ireland (Carlow),"INJECTION, SOLUTION",
69988-0011,Abiraterone Acetate,,"Catalent Micron Technologies, Inc.",POWDER,
64805-0305,(Ge-68) Germanium Chloride/(Ga-68) Gallium Chloride,,Institut National des Radio-Elements,SOLUTION,
65089-0042,Levocabastine Hydrochloride,,Curia Spain S.A.U.,POWDER,
63285-893,deucravacitinib,,"Patheon, Inc.","TABLET, FILM COATED",
63552-134,WATER,,Patheon Manufacturing Services LLC,INJECTION,
64162-0339,Topiramate,,Global Calcium Private Limited,POWDER,
64567-0002,Fluconazole,,Inke SA,POWDER,
65372-1116,escitalopram oxalate,,Jubilant Biosys limited,POWDER,
65691-0066,Escitalopram Oxalate,,Cadila Pharmaceuticals Limited,POWDER,
65862-049,Efavirenz,,Aurobindo Pharma Limited,"TABLET, FILM COATED",
65862-444,Cetirizine Hydrochloride,,Aurobindo Pharma Limited,TABLET,
65862-793,Celecoxib,,Aurobindo Pharma Limited,POWDER,
66022-0110,Brimonidine Tartrate,,Symed Labs Limited,POWDER,
66218-500,Calcium carbonate granulation with maltodextrin and acacia gum granule,,"J.M. Huber Micropowders, Inc.",GRANULE,
66639-003,Erythromycin Stearate,,Calyx Chemcials & Pharmaceuticals,POWDER,
67651-0331,PRUCALOPRIDE SUCCINATE,,Patheon Pharmaceuticals Inc.,"TABLET, FILM COATED",
68210-4114,"ACETAMINOPHEN,DEXTROMETHORPHAN HYDROBROMIDE AND DOXYLAMINE SUCCINATE",,"Prodose, Inc.","CAPSULE, GELATIN COATED",
61957-3031,"OCTISALATE, TITANIUM DIOXIDE",FOREVER Transfer-proof 24h foundation High perfection Concentrated floral skincare with sunscreen Broad spectrum SPF 15 2.5W,Parfums Christian Dior,EMULSION,TOPICAL
61973-402,Lip Balm,Arizona Sun Products Golfblok Lip Balm SPF 15,Arizona Sun Products,LIPSTICK,TOPICAL
62106-1146,"Absinthium, Arnica montana, Aurum metallicum, Jateorhiza palmata, Rosmarinus officinalis, Stibium metallicum, Thymus vulgaris, Valeriana officinalis",UNDA 47,Seroyal USA,LIQUID,ORAL
62135-492,Loxapine,Loxapine,"Chartwell RX, LLC",CAPSULE,ORAL
0268-1121,Corn Pollen,ZEA MAYS POLLEN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS
0268-0628,HORSE EPITHELIA,EQUUS CABALLUS SKIN,"ALK-Abello, Inc.","INJECTION, SOLUTION",SUBCUTANEOUS
62207-327,Naproxen Sodium,Naproxen Sodium,Granules India Ltd,TABLET,ORAL
62332-585,Nystatin and Triamcinolone Acetonide,Nystatin and Triamcinolone Acetonide,Alembic Pharmaceuticals Inc.,OINTMENT,TOPICAL
62559-204,Baclofen,Baclofen,"ANI Pharmaceuticals, Inc.",SUSPENSION,ORAL
62670-6675,Alcohol,Anti Bacterial Moisturizing Hand Gel Leaves,"Bath & Body Works, Inc.",GEL,TOPICAL
62670-6947,Alcohol,Anti Bacterial Hand Gel Tis The Season,"Bath & Body Works, Inc.",GEL,TOPICAL
62756-238,Capecitabine,Capecitabine,"Sun Pharmaceutical Industries, Inc.","TABLET, FILM COATED",ORAL
63029-595,salicylic acid,Compound W,Medtech Products Inc.,GEL,TOPICAL
63083-2152,Sleep Disorder Drops,Sleep Disorder Drops 2152,Professional Complementary Health Formulas,LIQUID,ORAL
63083-7410,L-Histidine High,L-Histidine High 7410,Professional Complementary Health Formulas,LIQUID,ORAL
63148-350,BENZALKONIUM CHLORIDE,berkley jensen,Apollo Health and Beauty Care,SOAP,TOPICAL
63629-4776,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
63629-8524,olmesartan medoxomil,olmesartan medoxomil,Bryant Ranch Prepack,"TABLET, FILM COATED",ORAL
0280-8268,"chlorpheniramine maleate, acetaminophen, phenylephrine hydrochloride, dextromethorphan hydrobromide",ALKA SELTZER COLD Cold Flu and Congestion Severe Fast Dissolve,Bayer HealthCare LLC.,"TABLET, EFFERVESCENT",ORAL
63667-933,MENTHOL,Original Herb Cough Drops,Ricola USA Inc.,LOZENGE,ORAL
63187-439,RISPERIDONE,RISPERIDONE,Proficient Rx LP,TABLET,ORAL
63187-799,Benzonatate,Benzonatate,Proficient Rx LP,CAPSULE,ORAL
63304-773,Lorazepam,Lorazepam,SUN PHARMACEUTICAL INDUSTRIES INC,TABLET,ORAL
63323-854,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
63479-0111,"ALLIUM SATIVUM, ALTERNARIA ALTERNATA, ASCORBICUM ACIDUM, ASPERGILLUS NIGER, AUREOBASIDIUM PULLULANS, BERBERIS VULGARIS, CADMIUM METALLICUM, CARBONEUM OXYGENISATUM, CHELIDONIUM MAJUS, CHLORINUM, CLADOSPORIUM PHAEROSPERMUM, COCHLIOBOLUS SATIVUS, COCHLIOBOLUS SPICIFER, GIBBERELLA FUJIKUROI, HOUSE DUST, LEAD, LYCOPODIUM CLAVATUM, MALUS SYLVESTRIS, MUCOR PLUMBEUS, NIACIN, PENICILLIUM NOTATUM, PETROLATUM, PHENOL, QUERCUS ROBUR, RHIZOPUS STOLONIFER, SOLIDAGO VIRGAUREA, TABACUM, VITAMIN A, VITAMIN E",A11 ENVIRO-PROTECT,Apex Energetics Inc.,SOLUTION/ DROPS,SUBLINGUAL
63545-104,Argentum Iodatum,Argentum Iodatum,"Hahnemann Laboratories, Inc.",PELLET,ORAL
63323-413,Neostigmine Methylsulfate,Neostigmine Methylsulfate,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION",INTRAVENOUS
63545-329,Bromoethanum,Bromoethanum,"Hahnemann Laboratories, INC.",PELLET,ORAL
63545-578,Cadmium Fluoratum,Cadmium Fluoratum,"Hahnemann Laboratories, INC.",PELLET,ORAL
63545-770,Agaricus muscarius,Agaricus muscarius,"Hahnemann Laboratories, Inc.",PELLET,ORAL
63629-1228,Baclofen,Baclofen,Bryant Ranch Prepack,TABLET,ORAL
63629-2300,Hydrocodone Bitartrate and Acetaminophen,Hydrocodone Bitartrate and Acetaminophen,Bryant Ranch Prepack,TABLET,ORAL
65162-809,Alprazolam,Alprazolam,Amneal Pharmaceuticals LLC,"TABLET, EXTENDED RELEASE",ORAL
65219-477,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE",LACTATED RINGERS,"Fresenius Kabi USA, LLC","INJECTION, SOLUTION",INTRAVENOUS
65692-0530,Orange Creamsicle SPF 15 Broad Spectrum Lip Balm,Orange Creamsicle SPF 15 Broad Spectrum Lip Balm,"Raining Rose, Inc",STICK,TOPICAL
65852-013,"Brompheniramine Maleate, Dextromethorphan HBr",Rompe Pecho CF,"Dextrum Laboratories, Inc",LIQUID,ORAL
65862-454,Alprazolam,Alprazolam,Aurobindo Pharma Limited,"TABLET, EXTENDED RELEASE",ORAL
0283-1023,Laxative,CEO-TWO,"Beutlich Pharmaceuticals, LLC",SUPPOSITORY,RECTAL
63900-110,Benzalkonium chloride,Saniclean,"Simoniz Saniclean, LLC",SOAP,TOPICAL
63941-942,"DEXTRAN 70, POLYETHYLENE GLYCOL 400, POVIDONE, TETRAHYDROZOLINE HYDROCHLORIDE",Best Choice Eye Drops Advanced Relief,"Valu Merchandisers, Co.",SOLUTION/ DROPS,OPHTHALMIC
64380-212,methimazole,Methimazole,Strides Pharma Science Limited,TABLET,ORAL
64942-1956,Ultraclear Black plus White Antiperspirant Deodorant,Degree,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL
64616-069,Topical Skin Relief,Olive Leaf Acne Remedy,"Vitality Works, Inc",LIQUID,TOPICAL
64942-1304,Aluminum Zirconium Tetrachlorohydrex GLY,Degree Clinical Shower Clean Antiperspirant and Deodorant,Conopco Inc. d/b/a Unilever,STICK,TOPICAL
64942-2248,Advanced Care Invisible Sheer Cool Antiperspirant Deodorant,Dove,Conopco Inc. d/b/a/ Unilever,STICK,TOPICAL
64950-243,Carbinoxamine Maleate,Carbinoxamine Maleate,Genus Lifesciences Inc.,SOLUTION,ORAL
65044-0788,"Standardized Grass Pollen, Ryegrass","Standardized Grass Pollen, Ryegrass",Jubilant HollisterStier LLC,"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS"
65044-3565,Salmon Salmo salar,"Food - Fish and Shellfish, Salmon Salmo salar",Jubilant HollisterStier LLC,"INJECTION, SOLUTION","PERCUTANEOUS, SUBCUTANEOUS"
65145-181,linezolid,Linezolid,Caplin Steriles Limited,"INJECTION, SOLUTION",INTRAVENOUS
67877-246,Quetiapine,Quetiapine,"Ascend Laboratories, LLC","TABLET, FILM COATED",ORAL
67877-717,Mesalamine,Mesalamine,"Ascend Laboratories, LLC","CAPSULE, EXTENDED RELEASE",ORAL
68001-441,Omeprazole,Omeprazole,BluePoint Laboratories,"TABLET, DELAYED RELEASE",ORAL
68016-056,Naproxen Sodium,Naproxen Sodium,Premier Value Alliance LLC,"CAPSULE, LIQUID FILLED",ORAL
66715-6339,"Ibuprofen tablet, film-coated","Ibuprofen, Caseys 4good","Lil' Drug Store Products, Inc.","TABLET, FILM COATED",ORAL
65862-820,Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Aurobindo Pharma Limited,"TABLET, FILM COATED",ORAL
66096-527,"Aralia Rac, Euphorbium, Galphimia, Hepar Sulph Calc, Histaminum, Hydrastis, Kali Bic, Kali Iod, Luffa, Pulsatilla, Teucrium Mar.",OHM Sinus Nasal,OHM PHARMA INC.,SPRAY,NASAL
66302-101,treprostinil,Remodulin,United Therapeutics Corporation,"INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS"
0338-9777,"cyclophosphamide injection, solution",Cyclophosphamide,Baxter Healthcare Company,INJECTION,INTRAVENOUS
0362-3971,Dyclonine Hydrochloride,DycloPro,Septodont Inc,SOLUTION,TOPICAL
0363-0055,Camphor,Vaporizing,Walgreen Co.,INHALANT,RESPIRATORY (INHALATION)
67046-1577,isosorbide mononitrate,isosorbide mononitrate,Coupler LLC,TABLET,ORAL
67091-380,DOCUSATE SODIUM,Winco Stool Softener,"WinCo Foods, LLC","CAPSULE, LIQUID FILLED",ORAL
67239-0210,articaine hydrochloride and epinephrine bitartrate,Articaine HCl and Epinephrine,Safco Dental Supply Co.,INJECTION,SUBMUCOSAL
67296-2250,MECLIZINE,MECLIZINE HYDROCHLORIDE,Redpharm Drug,TABLET,ORAL
67544-736,allopurinol,Allopurinol,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL
0054-0079,Balsalazide Disodium,Balsalazide Disodium,Hikma Pharmaceuticals USA Inc.,CAPSULE,ORAL
0363-2730,Calcium Carbonate,ULTRA STRENGTH Antacid,WALGREEN CO,"TABLET, CHEWABLE",ORAL
0363-3311,Cetirizine Hydrochloride,childrens allergy relief,Walgreen Company,SOLUTION,ORAL
68703-387,"Calc carb, Calc fluor, Causticum, Cineraria, Euphrasia, Naphthalinum, Nat mur, Phos, Quassia, Silicea",EyeClear Pro,Silver Star Brands,LIQUID,ORAL
68071-3816,Phentermine Hydrochloride,Phentermine Hydrochloride,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL
68071-1672,Lisinopril,LISINOPRIL,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL
68071-2763,Ondansetron,Ondansetron,"NuCare Pharmaceuticals,Inc.","TABLET, ORALLY DISINTEGRATING",ORAL
68071-3565,Acetaminophen,Regular Strength Pain Relief,"NuCare Pharmaceuticals,Inc.",TABLET,ORAL
68071-4298,Penicillin V Potassium,Penicillin V Potassium,"NuCare Pharmaceuticals,Inc.","TABLET, FILM COATED",ORAL
68071-5020,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,"NuCare Pharmaceuticals,Inc.","CAPSULE, EXTENDED RELEASE",ORAL
68083-179,paclitaxel,PACLITAXEL PACLITAXEL,Gland Pharma Limited,"INJECTION, SOLUTION",INTRAVENOUS
68084-158,Morphine Sulfate,Morphine Sulfate Extended Release,American Health Packaging,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL
68135-301,SAPROPTERIN DIHYDROCHLORIDE,Kuvan,BioMarin Pharmaceutical Inc.,"POWDER, FOR SOLUTION",ORAL
68180-559,Quinapril,Quinapril,"Lupin Pharmaceuticals, Inc.",TABLET,ORAL
68210-4110,Loratadine,Loratadine,Spirit Pharmaceuticals LLC,TABLET,ORAL
68382-526,bumetanide,bumetanide,Zydus Pharmaceuticals (USA) Inc.,TABLET,ORAL
68400-136,Sodium Fluoride,Gelato Neutral pH,"Mycone Dental Supply Co., Inc DBA Keystone Industries and Deepak Products Inc",GEL,DENTAL
69423-390,Aluminum Zirconium Tetrachlorohydrex Gly,Secret Delicate Rose Invisible,The Procter & Gamble Manufacturing Company,STICK,TOPICAL
69423-891,Sodium Fluoride,Crest 3D White Stain Eraser Fresh Mint,The Procter & Gamble Manufacturing Company,"PASTE, DENTIFRICE",ORAL
69452-406,glycopyrrolate,glycopyrrolate,Bionpharma Inc.,SOLUTION,ORAL
69561-005,Pain Relieve Gel-Patch,Lidocaine Pain Relieve Gel-Patch,"Henan Kangdi Medical Devices Co., Ltd",PATCH,TOPICAL
69680-146,Pramipexole Dihydrochloride,Pramipexole Dihydrochloride,"Vitruvias Therapeutics, Inc.","TABLET, EXTENDED RELEASE",ORAL
68788-8524,esomeprazole magnesium,esomeprazole magnesium,Preferred Pharmaceuticals Inc.,"CAPSULE, DELAYED RELEASE",ORAL
68788-8805,Omeprazole,Omeprazole,Preferred Pharmaceuticals Inc.,"CAPSULE, DELAYED RELEASE",ORAL
68788-7205,Metformin Hydrochloride,Metformin Hydrochloride,Preferred Pharmaceuticals Inc.,"TABLET, EXTENDED RELEASE",ORAL
68788-8137,"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, Caffeine",Preferred Pharmaceuticals Inc.,TABLET,ORAL
68828-803,"Homosalate, Octisalate, Zinc Oxide",Always Liquid Foundation Makeup Sunscreen Broad Spectrum SPF 15 - Cocoa,"Distribuidora Comercial Jafra, S.A. de C.V.",LIQUID,TOPICAL
69039-732,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Sun Bum 50 Premium Moisturizing Sunscreen,"Sun Bum, LLC",LOTION,TOPICAL
69097-708,Phytonadione,Phytonadione,Cipla USA Inc.,"INJECTION, EMULSION","INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
69168-270,Acetaminophen and Phenylephrine HCl,Sinus Headache PEMaximum Strength Non-Drowsy Maximum Strength Non-Drowsy,Allegiant Health,TABLET,ORAL
69238-1311,Pregabalin,Pregabalin,Amneal Pharmaceuticals NY LLC,CAPSULE,ORAL
69256-467,Acetaminophen Dextromethorphan HBr Phenylephrine HCI DoxylamineSucinate,Daytime Nighttime Cold and Flu,"Harris Teeter, LLC",KIT,
69315-286,ETRAVIRINE,ETRAVIRINE,"Leading Pharma, LLC",TABLET,ORAL
69367-389,Amitriptyline Hydrochloride,Amitriptyline Hydrochloride,"Westminster Pharmaceuticals, LLC","TABLET, COATED",ORAL
70484-008,"Octinoxate, Zinc Oxide",SPF 50 Daily UV Defense Broad Spectrum Sunscreen,"Vi Medical Products, INC",CREAM,TOPICAL
70518-1193,Metoclopramide,Metoclopramide,REMEDYREPACK INC.,TABLET,ORAL
70518-2403,Triamcinolone Acetonide,Triamcinolone Acetonide,REMEDYREPACK INC.,CREAM,TOPICAL
70518-3431,Divalproex Sodium,Divalproex Sodium,REMEDYREPACK INC.,"TABLET, DELAYED RELEASE",ORAL
70518-4017,Nortriptyline Hydrochloride,Nortriptyline Hydrochloride,REMEDYREPACK INC.,CAPSULE,ORAL
69842-445,Acetaminophen,Acetaminophen,CVS PHARMACY,SOLUTION,ORAL
0002-1243,tirzepatide,Mounjaro,Eli Lilly and Company,"INJECTION, SOLUTION",SUBCUTANEOUS
69949-157,Zinc Oxide,IMPECCABLE SKIN - MOCHA,"Synchronicity Spa, Inc. DBA Suntegrity",CREAM,TOPICAL
69779-003,"Calc Phos, Calc Sulph, Castanea sativa, flos, Ilex aquifolium, flos, Kali Phos, Nat Mur, Nat Phos, Nat Sulph, Olea europaea, flos, Ornithogalum umbellatum, flos",emotional detox,Siddha Flower Essences LLC,SPRAY,ORAL
69968-0789,Zinc Oxide,Johnsons Baby Care Essentials Gift Set,Kenvue Brands LLC,KIT,
0378-0574,perphenazine and amitriptyline hydrochloride,Perphenazine and Amitriptyline Hydrochloride,Mylan Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL
0378-0873,clonidine,Clonidine,Mylan Pharmaceuticals Inc.,PATCH,TRANSDERMAL
0378-1723,AMLODIPINE AND VALSARTAN,AMLODIPINE AND VALSARTAN,Mylan Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL
70069-816,midazolam hydrochloride,Midazolam,"SOMERSET THERAPEUTICS, LLC","INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS"
70108-281,Ethyl Alcohol,Smart Care VANILLA HEAVEN HAND SANITIZER,"Ashtel Studios, Inc.",SPRAY,TOPICAL
70163-0019,"Adrenalinum, Arsenicum Iodatum, Aspergillus Flavus, Aspergillus Fumigatus, Aspergillus Glaucus, Aspergillus Nidulans, Aspergillus Niger, Candida Albicans, Dermatophagoides Farinae, Histaminum Hydrochloricum, Lycopodium Clavatum, Mucor Plumbeus, Natrum Sulphuricum, Penicillium Digitatum, Penicillium Roquefortii, Saccharomyces Cerevisiae, Silicea","Mold, Yeast and Dust",NaturalCare,LIQUID,ORAL
70377-121,NOREPINEPHRINE BITARTRATE,NOREPINEPHRINE BITARTRATE,BIOCON PHARMA INC.,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS
71179-002,Guaifenesin,Guaifenesin,VESPYR BRANDS LLC,"TABLET, EXTENDED RELEASE",ORAL
0404-9978,sodium chloride,SODIUM CHLORIDE,"Henry Schein, Inc.","INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS
71205-581,Eszopiclone,Eszopiclone,Proficient Rx LP,"TABLET, FILM COATED",ORAL
71205-842,PERPHENAZINE,PERPHENAZINE,Proficient Rx LP,"TABLET, FILM COATED",ORAL
70677-0057,Cetirizine HCl,All Day Allergy Relief,Strategic Sourcing Services LLC,TABLET,ORAL
70518-4345,Methylprednisolone Sodium Succinate,Methylprednisolone Sodium Succinate,REMEDYREPACK INC.,"INJECTION, POWDER, FOR SOLUTION","INTRAMUSCULAR, INTRAVENOUS"
70518-4578,Chlorthalidone,CHLORTHALIDONE,REMEDYREPACK INC.,TABLET,ORAL
70677-1244,Ibuprofen,Ibuprofen,"Strategic Sourcing Services, LLC","TABLET, FILM COATED",ORAL
70709-112,nitisinone,HARLIKU,Cycle Pharmaceuticals Ltd.,TABLET,ORAL
70710-1742,dasatinib,dasatinib,Zydus Pharmaceuticals USA Inc.,TABLET,ORAL
70752-130,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,QUAGEN PHARMACEUTICALS LLC,LOTION,TOPICAL
70771-1046,METRONIDAZOLE,METRONIDAZOLE,Zydus Lifesciences Limited,TABLET,ORAL
70771-1563,Estradiol,Estradiol,Zydus Lifesciences Limited,"PATCH, EXTENDED RELEASE",TRANSDERMAL
70771-1938,Trazodone Hydrochloride,Trazodone Hydrochloride,Zydus Lifesciences Limited,TABLET,ORAL
70954-510,Alprazolam,Alprazolam,"ANI Pharmaceuticals, Inc.",TABLET,ORAL
0404-9913,Midazolam,Midazolam,"Henry Schein, Inc.",INJECTION,"INTRAMUSCULAR, INTRAVENOUS"
71610-011,memantine hydrochloride,memantine hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL
71610-501,Ibuprofen,IBU,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL
71610-778,Gabapentin,Gabapentin,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL
71644-010,Zinc oxide,Ava Isa Sun Lip Sun Whip Strawberry Zinnia,Cyberderm Laboratories inc.,CREAM,TOPICAL
71335-0268,Hydroxyzine hydrochloride,Hydroxyzine hydrochloride,Bryant Ranch Prepack,TABLET,ORAL
